[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-20 18:33:14] OYUN | Efe_PvP_55: soru spawnırlarım çalınmış kim yaptı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. LivaMC'de arazi koruma sistemi yoktur, bu yüzden üssünü saklamak tamamen sana aittir.
[2026-09-20 18:33:27] OYUN | Efe_PvP_55: soru kim spawnırlarımı çaldı -> LivaMC'de arazi koruma sistemi bulunmadığı için üssün basılabilir ve sandıklarındaki eşyalar çalınabilir. Bu konuda elimde ek bir bilgi yok, ancak üssünü spawn'dan uzağa kurup yer altına saklayarak bu riski azaltabilirsin.
[2026-09-20 18:33:33] OYUN | furham5656: kristalden spawner nasıl alcam -> Mağazanın kristal bölümünden kristal ile spawner alabilirsin. Kristal kazanmak için /ewarp afk komutuyla AFK alanında durabilirsin. Bakiyeni /kristal komutuyla kontrol edebilirsin.
[2026-09-20 18:34:02] OYUN | furham5656: kristal nasıl bulcaz -> Kristal, AFK alanında durarak kazanılır. /ewarp afk komutuyla oraya gidebilirsin ve her dakika hesabına kristal yazılır. Alandan çıkarsan sayaç sıfırlanır, ayrıca rütben yükseldikçe dakikada kazandığın miktar artar. Bakiyeni /kristal, sıralamayı ise /kristal top komutuyla görebilirsin.
[2026-09-20 18:34:34] OYUN | furham5656: nasıl birine kristal atabiliriz -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 18:35:08] OYUN | Efe_PvP_55: soru kistallerden nasıl spawnır alıcam -> Kristalleri AFK alanında (/ewarp afk) durarak kazanabilirsin. Biriktirdiğin kristallerle mağazanın kristal bölümüne girerek spawner satın alabilirsin. Spawnerlar normal para ile alınmaz, sadece kristal ile alınır.
[2026-09-20 18:35:51] OYUN | Efe_PvP_55: soru kristalim var 85 tane peki spawnır nasıl alıcam kristalle -> Mağazanın kristal bölümünden spawner alabilirsin. /market yazarak mağazayı açabilir, kristal kategorisinden spawnerını seçip satın alabilirsin.
[2026-09-20 18:36:34] OYUN | furham5656: nasıl kristalle eşya alcammmmmmmmmmm -> Kristalleri mağazanın kristal bölümünden harcayabilirsin. Mağazayı açmak için /market komutunu yazabilirsin. Oradan kristal ile kasa anahtarı ve spawner alabilirsin.
[2026-09-20 18:54:17] OYUN | Lykia_13: doğal spanerleri büyülerledemi alamıoz -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 19:04:14] OYUN | sezar3778: claim varmı -> Hayır, LivaMC'de arazi koruma yani claim sistemi yoktur. Kurduğun hiçbir yapı otomatik korunmaz, bu yüzden üssünü spawn'dan uzağa kurup saklaman gerekir. [CACHE]
[2026-09-20 19:04:49] OYUN | sezar3778: claim getiricekmisiniz -> LivaMC'de claim yani arazi koruma sistemi bulunmuyor ve getirilmesi planlanmıyor. Üssünü spawn'dan uzağa kurup gizli tutman ve değerli eşyalarını ender sandıkta saklaman gerekiyor.
[2026-09-20 19:21:19] OYUN | Brawlfc245555: bana para atarmısın -> Maalesef oyun içinden para gönderemiyorum. /gunlukgorev ile günlük görevleri yaparak veya /order panosundaki siparişleri karşılayarak hızlıca para kazanabilirsin.
[2026-09-20 19:22:19] OYUN | Brawlfc245555: bu sunucunu. olayı ne anarsi asmp sunucusumu -> LivaMC bir anarşi sunucusu değildir; kuralları olan bir SMP (survival) sunucusudur. Arazi koruma yoktur ve PvP her yerde açıktır ama hile, küfür, dolandırıcılık ve reklam gibi davranışlar kesinlikle yasaktır. Sunucunun en büyük olayı ekonomisidir; yaptığın her ticaretten kesilen vergiler hazinede toplanır ve her gece seviyene göre maaş olarak sana geri dağıtılır.
[2026-09-20 19:22:53] OYUN | Brawlfc245555: sunucu donutsmp mantığında asmp mi yomsa towny fln mqntığındamı -> LivaMC bir SMP sunucusudur. Arazi koruma (claim) sistemi yoktur, PvP her yerde açıktır ve baskın serbesttir. Sunucuyu ayakta tutan asıl şey ekonomisidir; ticaretten kesilen vergiler hazinede toplanır ve her gece seviyene göre maaş olarak sana geri dağıtılır.
[2026-09-20 19:23:16] OYUN | Brawlfc245555: teşekkürler -> Rica ederim, iyi oyunlar dilerim! Başka bir sorun olursa bana her zaman sorabilirsin.
[2026-09-20 19:26:25] OYUN | renksiz01: clim varmı -> Hayır, LivaMC'de claim yani arazi koruma sistemi bilinçli olarak yoktur. Kurduğun hiçbir yapı korunmaz, üssünü saklamak ve savunmak tamamen sana aittir.
[2026-09-20 19:52:03] OYUN | venom_45: birine kiristal atabiliyormuyuz -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 19:58:35] OYUN | Mustafa_4721: bedava İtem nasl alırm -> Bedava eşya ve ödül almak için her saat başı sunucuda dağıtılan ücretsiz kasa anahtarlarını toplayabilirsin. Ayrıca /vote yazarak oy sitelerinden oy verebilir ve oy kasası anahtarı kazanabilirsin. Discord hesabını /hesapesle komutuyla bağlayarak her gün düzenli ödül alabilirsin.
[2026-09-20 21:13:19] OYUN | Barlas93: günde 3 tane vota anahtarı alabiliyoruz dimi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 21:24:01] OYUN | suru: 2-2 -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 21:56:53] OYUN | cavad306: tahta nasil kirilir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 22:11:34] OYUN | MuhammetMC7895: nasil sethome silinir -> Ev kaydını silmek için /delhome <ad> komutunu kullanabilirsin.
[2026-09-20 22:19:52] OYUN | mdoruk: yıldırım yönlendirmesi büyüsü ne işe yarıoyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-20 23:34:48] OYUN | eymzn: warp afkda iken anahtar geliyormu -> AFK alanındayken her saat başı sunucudaki herkese ücretsiz kasa anahtarı otomatik olarak dağıtılır ve sohbetten duyurulur. Yani AFK alanında beklerken de bu anahtarları alabilirsin.
[2026-09-20 23:53:13] OYUN | MuhammetMC7895: spawnerlar mobmu doguruyo esyami veriyo -> Spawnerlar mob doğurur, eşya vermez. Çıkardığın spawnerları yerleştirip mob keserek ilerleyebilirsin.
[2026-09-21 00:12:13] OYUN | krallommer123: sunucuda op alma ihtimalim varmı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 00:12:27] OYUN | krallommer123: bu sunucu kaç yıllık -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 00:12:45] OYUN | krallommer123: elinde olan bir bilgi ver -> Java sürümüyle gir.livamc.com, Bedrock sürümüyle ise bedrock.livamc.com (Port: 19132) adresini kullanarak sunucumuza katılabilirsin!
[2026-09-21 00:13:28] OYUN | krallommer123: afk yerine nasıl gidecegim -> AFK alanına gitmek için /ewarp afk komutunu yazabilirsin. Dilersen /warp menüsünü açarak da AFK alanını seçebilirsin.
[2026-09-21 00:31:37] OYUN | krallommer123: acemi koruma yeniden kullanılır mı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 00:51:13] OYUN | DR_TK187: yöneticiler -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Yetkili alımları için Discord sunucumuzu (discord.gg/livamc) takip edebilirsin.
[2026-09-21 04:03:46] OYUN | Anume4613: 230 bölu 64 kac eder -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 10:46:49] OYUN | MuhammetMC7895: sevo_16 sunucudami -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 10:51:18] OYUN | Ysmaster: lobiye nası dönüyoz -> Lobiye dönmek için /spawn komutunu yazabilirsin. Ana meydana bu şekilde hızlıca dönebilirsin.
[2026-09-21 10:54:03] OYUN | MuhammetMC7895: ender sandigi nasil uzaktan acilir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 11:04:06] OYUN | MuhammetMC7895: yemek yarışında ne yapmaliyim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 12:18:29] OYUN | SpentSeven23214: yüzeye nasıl çıkabilirim ama ışınlanarak gitmek istiyorum -> Rastgele ışınlanmak için /rtporman komutunu kullanabilirsin, bu seni ana dünyada rastgele bir noktaya ışınlar. İstersen /rtp yazarak açılan menüden de bölge seçebilirsin.
[2026-09-21 12:36:44] OYUN | lonewolf: gorev nasıl yapılıt -> Günlük görevleri yapmak için /gunlukgorev yazıp o gün belirlenen 3 eşyayı toplayabilir ve açılan ekrandan satabilirsin. Sattıkça ilerlersin ve tamamlayınca ödül sandığın açılır; görevler her gece 00:00'da yenilenir.
[2026-09-21 12:44:40] OYUN | SpentSeven23214: nasıl ev kaydedebilirim -> Bulunduğun yere ev kaydetmek için /sethome ad komutunu yazabilirsin. Kaydettiğin eve daha sonra /ev ad komutu ile ışınlanabilirsin. Evlerini görmek için /ev yazarak menüyü açabilirsin. Ev hakkın rütbene göre 1 ile 10 arasında değişir.
[2026-09-21 13:02:39] OYUN | SpentSeven23214: yönetici özellikleri nelerdir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 13:11:53] OYUN | SpentSeven23214: event kasası anahtarını nasıl ve nereden açabilirim -> Spawn bölgesindeki kasa alanına giderek elindeki anahtara uygun kasaya sağ tıklayabilirsin. Kasalar bölgesine gitmek için /warp menüsünü kullanabilirsin.
[2026-09-21 13:21:51] OYUN | SpentSeven23214: nasıl admin olabilirim -> Yetkili alımları Discord sunucumuzdan duyurulur. Alım açıldığında başvuru formu paylaşılır. Duyuruları kaçırmamak için discord.gg/livamc adresine katılabilirsin.
[2026-09-21 13:32:24] OYUN | 06erenw06: evimi nasıl silcem -> Ev kaydını silmek için /delhome yazıp silmek istediğin evin adını yazabilirsin. Örneğin /delhome evim komutu işini görür.
[2026-09-21 13:32:48] OYUN | 06erenw06: ev imi nasıl kaydetcem -> Ev kaydetmek için /sethome ad komutunu kullanabilirsin. Kaydettiğin eve gitmek için /ev ad komutunu yazman yeterlidir. Evlerini görmek içinse /ev komutunu yazarak menüyü açabilirsin.
[2026-09-21 13:34:28] OYUN | 06erenw06: evimi nasıl kaydetcem -> Evini kaydetmek için bulunduğun yerde /sethome ad komutunu yazabilirsin. Kaydettiğin eve gitmek için de /ev ad komutunu kullanabilirsin.
[2026-09-21 13:34:35] OYUN | 06erenw06: kaldıgım yeri nasıl kaydederim -> Bulunduğun yeri kaydetmek için /sethome komutunu kullanabilirsin. Kaydettiğin yere geri dönmek için ise /ev komutunu yazabilirsin.
[2026-09-21 13:55:29] OYUN | DR_TK187: ender chast açma -> Oyun içinde Ender Sandığı açmak için özel bir komut yoktur, normal oyundaki gibi elindeki Ender Sandığını yere koyup sağ tıklayarak açabilirsin. Eşyaların güvenle saklanır, çalınamaz.
[2026-09-21 13:55:42] OYUN | DR_TK187: ender chast açma komudu -> Oyun içinde ender sandığını açmak için özel bir komut bulunmuyor. Dünyadaki herhangi bir ender sandığına sağ tıklayarak eşyalarına güvenle ulaşabilirsin.
[2026-09-21 15:14:25] OYUN | prolaysgamer: Rehber lerden biri Chat GPT Ai kullanıyor glb NCP olabilir çok korkutucu -> Korkmana gerek yok, ben LivaMC Helper'ım! Sunucu hakkında aklına takılan her şeyi bana sorabilirsin. Başka bir yardıma ihtiyacın var mı?
[2026-09-21 15:38:39] OYUN | DR_TK187: ne zaman ah komudundan satış yapabilirim -> Ah komutunu kullanarak hemen satış yapabilirsin, bunun için bir süre sınırı yoktur. Elindeki eşyayı satışa koymak için /ah sell fiyatin yazman yeterlidir. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir ve eşya ile para aynı anda el değiştirir.
[2026-09-21 15:41:00] OYUN | MuhammetMC7895: sethome cekme hakkini cogaltabilirmiyiz -> Ev kurma hakkın rütbene göre 1'den 10'a kadar çıkar. Siteden VIP rütbesi alarak ev hakkını ve diğer avantajlarını artırabilirsin.
[2026-09-21 15:53:48] OYUN | Ysmaster: tp nası atıyoz -> Başka bir oyuncuya ışınlanma isteği göndermek için /tpa <oyuncu_adı> komutunu kullanabilirsin.   Karşı taraf isteği kabul etmek için /tpaccept, reddetmek için /tpdeny yazmalıdır. İstek almak istemiyorsan /tptoggle komutuyla açıp kapatabilirsin.
[2026-09-21 15:59:10] OYUN | Ysmaster: sürekli geziyorum karşıma hiç oyuncu çıkmıyo neden -> Bu sunucuda arazi koruma sistemi olmadığı için oyuncular üslerini spawn'dan çok uzağa kurar ve yer altına saklar. Doğrudan gezinerek oyuncu bulmak zor olabilir; /rtporman ile vahşi doğaya ışınlanıp spawn'dan iyice uzaklaşman gerekir. Şansını artırmak için PvP'nin açık olduğu ana dünya, Nether veya End'i keşfedebilirsin.
[2026-09-21 16:06:49] OYUN | mdoruk: seviye en hızlı nasıl atlarım -> Seviye atlamak için madencilik yapabilir, mob avlayabilir veya oyuncu öldürebilirsin. Elmas, zümrüt ve Ancient Debris gibi madenler ile Warden, Wither ve Ender Ejderi gibi güçlü moblar en çok puanı verir. Ayrıca günlük görevleri tamamlamak ve saatlik yarışları kazanmak da ciddi puan kazandırır.
[2026-09-21 16:07:47] OYUN | mdoruk: mesela ben sadece bir oyuncu bir sürü defa öldürdümmü puan kaznıyormuyım -> Aynı oyuncuyu sürekli öldürerek sınırsız puan kazanamazsın, sistem bu tür suistimallere karşı önlem alır. Her oyuncu öldürme işlemi 25 puan kazandırır ancak puanın mantıklı bir rekabet çerçevesinde ilerler. Bu konuda elimde daha detaylı bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 16:59:44] OYUN | DR_TK187: totem tahminen /ah ta ne kadar değeri var -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 17:22:48] OYUN | RAMPAGE: krıstalle ne yabıcaz -> Kristal ile mağazanın kristal bölümünden kasa anahtarları ve spawner alabilirsin. Bu eşyalar normal para ile alınmaz. Bakiyeni görmek için /kristal yazabilirsin.
[2026-09-21 17:30:29] OYUN | mw_mustii: nasıl ışınlanırım -> Sunucuda ışınlanmak için farklı komutlar kullanabilirsin. Rastgele vahşi doğaya gitmek için /rtp, ana meydana dönmek için /spawn ve warp listesini görmek için /warp menüsünü açabilirsin. Kaydettiğin bir eve gitmek için /ev veya /ev ad yazabilirsin. Başka bir oyuncuya gitmek için ise /tpa oyuncu komutunu kullanabilirsin.
[2026-09-21 17:35:19] OYUN | mdoruk: afk alanına nasıl giderim -> AFK alanına gitmek için /ewarp afk komutunu yazabilirsin. Orada durarak kristal kazanabilirsin.
[2026-09-21 19:10:20] OYUN | benbenimsensen: tpa nasıl atılır -> Başka bir oyuncuya ışınlanmak için /tpa <oyuncu> komutunu kullanabilirsin. Karşı taraf kabul ederse yanına ışınlanırsın.
[2026-09-21 19:10:32] OYUN | benbenimsensen: tpahere nasıl atılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 19:10:47] OYUN | benbenimsensen: bir oyuncuyu nasıl yanıma çekerim -> Başka bir oyuncuyu yanına çekmek için /tpa [oyuncu] komutunu kullanabilirsin. Karşı taraf /tpaccept yazarak isteği kabul ederse yanına ışınlanır. İstekleri kapatmak istersen /tptoggle komutunu kullanabilirsin.
[2026-09-21 19:12:19] OYUN | lonewolf: arkadaşıma nasıl kristal gönderirim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 19:12:25] OYUN | lonewolf: nasıl arkadasıma krıstal gonderırım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 19:14:34] OYUN | benbenimsensen: bir oyuncuyu nasıl sustururm -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 19:15:56] OYUN | benbenimsensen: kelime oyunu ne ödülü veriyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 19:18:24] OYUN | s2ghamsi: dcye katılırsak odul alınıyomu -> Evet, Discord hesabını oyun hesabınla eşlersen her gün ödül alırsın. Bunun için /hesapesle komutunu kullanabilirsin, ayrıca sunucumuzu boostlayanlara da haftalık ek ödüller verilir. discord.gg/livamc adresinden katılabilirsin.
[2026-09-21 19:57:58] OYUN | Hyper: kristal ile ne yapılır bide ada ne zaman gelecek -> Kristal ile mağazanın kristal bölümünden kasa anahtarları ve spawnerlar alabilirsin. Ada konusuna gelirsek, ormanın üzerinde rastgele beliren bir gökyüzü etkinliği adası vardır ancak ne zaman geleceği önceden duyurulmaz, belirli aralıklarla sürpriz şekilde çıkar.
[2026-09-21 20:03:33] OYUN | adala7: kiralık pazar açılmıyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 20:12:23] OYUN | erdem_vvp: event kasası nasıl açablirim -> Spawn'daki kasa alanına gidip /warp Kasalar komutunu kullanabilirsin. Elindeki anahtara uygun kasaya sağ tıklayarak kasayı açabilirsin.
[2026-09-21 20:18:56] OYUN | TahaKun: kristal ney, nasıl elde edecem -> Kristal, normal paradan farklı olarak sadece AFK alanında durarak kazanabileceğin özel bir birimdir. /ewarp afk komutuyla bu alana gidebilir ve her dakika kristal biriktirebilirsin; alandan çıkarsan sayaç sıfırlanır. Kristal ile mağazanın kristal bölümünden kasa anahtarı ve spawner alabilirsin, normal parayla satın alınamazlar. Bakiyeni /kristal komutuyla görebilirsin.
[2026-09-21 20:19:19] OYUN | TahaKun: nasıl event kasası açacam -> Event kasası adında özel bir kasa bulunmuyor, ancak spawn'daki kasa alanında farklı kasalar yer alıyor. Elindeki anahtara uygun kasaya sağ tıklayarak kasayı açabilirsin. Kasalara gitmek için /warp menüsünden Kasalar bölgesini seçebilirsin.
[2026-09-21 20:22:58] OYUN | TahaKun: nasıl bir bölgeye ev kurup korurum? -> LivaMC'de arazi koruma yani claim sistemi yoktur, kurduğun yapılar otomatik korunmaz. Üssünü korumak için onu spawn'dan uzağa kurmalı, yer altına gizlemeli ve girişini kapatmalısın. Meşale ile patika izi bırakma ve koordinatlarını kimseye söyleme. Değerli eşyalarını ender sandıkta saklayabilirsin çünkü o her zaman güvenlidir.
[2026-09-21 20:47:54] OYUN | Ysmaster: basemi nazş -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 20:48:33] OYUN | Ysmaster: base mi nası claimleyebilirim -> LivaMC'de arazi koruma yani claim sistemi bulunmuyor. Üssünü korumak için spawn'dan uzağa kurman, yer altına saklaman ve koordinatlarını kimseye söylememen gerekiyor. Ender sandık her zaman güvenlidir, değerli eşyalarını orada saklayabilirsin.
[2026-09-21 21:02:31] OYUN | Ysmaster: basemi nası koruyabilim -> LivaMC'de arazi koruma sistemi yoktur. Üssünü korumak için onu spawn'dan uzağa kurmalı, yer altına girerek girişini kapatmalısın. Meşale ve patika izi bırakmamaya özen göster ve koordinatlarını kesinlikle kimseye söyleme. Değerli eşyalarını tek bir sandıkta toplama, unutma ki Ender sandık çalınamaz ve içindeki her zaman güvendedir.
[2026-09-21 21:06:16] OYUN | Ysmaster: birazdan spvna gitcem basemi nası kaydebiıirim -> Üssünü kaydetmek için /sethome komutunu kullanabilirsin. Bulunduğun yere ev kaydetmek için /sethome <ad> yazman yeterlidir. Kaydettiğin eve daha sonra /ev <ad> yazarak dönebilirsin. Üssünü spawn'dan uzağa kurmayı ve koordinatlarını kimseyle paylaşmamayı unutma!
[2026-09-21 21:10:15] OYUN | Ysmaster: baseme geri dönmek için hangi comudu kullanmalıyım -> Basene geri dönmek için /ev <ad> komutunu kullanabilirsin. Ev kaydetmek için daha önce /sethome <ad> komutunu kullanmış olman gerekir. Kayıtlı evlerini görmek için sadece /ev yazarak menüyü de açabilirsin.
[2026-09-21 21:27:57] OYUN | NFMB: günlük görevde çarpan nedir -> Günlük görevlerde çarpan, bir eşyadan ne kadar çok sattığına bağlı olarak birim fiyatını artıran sistemdir. Sattıkça kademen yükselir ve aynı eşyayı daha yüksek fiyata satarsın. Kademeler birikimlidir ve sıfırlanmaz, düzenli oynamak kazancını ciddi şekilde artırır.
[2026-09-21 21:28:21] OYUN | Eggyproc2: sunucu java mı -> LivaMC hem Java hem de Bedrock sürümlerini destekler. Java için gir.livamc.com, Bedrock için bedrock.livamc.com adresini kullanabilirsin; iki sürüm oyuncuları da aynı dünyada birlikte oynar.
[2026-09-21 21:28:21] OYUN | NFMB: günlük görevde 1 kademe yaptım ödül gelirmi -> Günlük görevde ilk satışını yapıp kademe atladığında ödül sandığın açılır ve ödülünü alırsın. Kademeler yükseldikçe sattığın eşyanın birim fiyatı da artar. Bol kazançlar dilerim!
[2026-09-21 21:28:48] OYUN | Eggyproc2: sen gerçekten gercek AIsin! -> Teşekkürler! Ben LivaMC Helper, LivaMC sunucusuyla ilgili merak ettiğin her konuda sana yardım etmek için buradayım. Sunucu, sistemler veya komutlar hakkında sormak istediğin bir şey var mı?
[2026-09-21 21:30:17] OYUN | SpartanRageTR: 64 adet şeker kamışı kaç paraya satılmalı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 21:31:14] OYUN | Eggyproc2: off arkadaşım çıkt8! -> Üzülme sen de takıma girebilirsin veya yeni arkadaşlar bulabilirsin! /team yazarak takım menüsüne bakabilir ya da /tpa komutuyla diğer oyuncularla iletişim kurabilirsin. Yardım istiyorsan buradayım!
[2026-09-21 21:31:54] OYUN | Eggyproc2: bence livamc short smp harika short olur YTde! -> Harika bir fikir! LivaMC'nin bu rekabetçi ve baskın serbest yapısı YouTube Shorts için gerçekten çok eğlenceli videolar çıkarır. Çekeceğin videoları Discord'umuzda da paylaşabilirsin!
[2026-09-21 21:34:33] OYUN | NFMB: günlük ödülü nasıl alırım -> Discord hesabını oyun hesabınla eşleyerek her gün ödül alabilirsin. Bunun için oyunda /hesapesle komutunu kullanman yeterlidir.
[2026-09-21 21:35:31] OYUN | Eggyproc2: kanka AI spawner bulduk ama sağ t8klayın diyor biz mobildeniz olmuyor -> Mobilden oynadığın için ekran simülasyonu farklı çalışabilir. Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Discord sunucumuzdan destek talebi oluşturarak yardım alabilirsin.
[2026-09-21 21:40:24] OYUN | Eggyproc2: Aİ nasil shulker alacag8m -> Shulker kutusunu sunucu mağazasından normal parayla satın alabilirsin. Mağazayı açmak için /market komutunu kullanabilirsin.
[2026-09-21 21:42:32] OYUN | Eggyproc2: peki kazma alınabilir mi? -> Sunucu mağazası (/market) içindeki Aletler kategorisinden normal para ile kazma alabilirsin.
[2026-09-21 22:03:55] OYUN | eymzn: claim varmı -> Hayır, LivaMC'de arazi koruma yani claim sistemi yoktur. Kurduğun hiçbir yapı otomatik korunmaz, bu yüzden üssünü spawn'dan uzağa kurup saklaman gerekir. [CACHE]
[2026-09-21 23:03:04] OYUN | samirsamir2323: 12 ci gorev nasil yaplir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 23:04:29] OYUN | samirsamir2323: 13 soru nasil yaplir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 23:06:34] OYUN | samirsamir2323: bana 13 gorevi yap -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 23:13:30] OYUN | samirsamir2323: 14 goreve yardim et -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-21 23:18:48] OYUN | eymzn: map yasakmı -> Sunucumuzda harita modları konusunda yasak olanlar var, serbest olanlar var. Varlık göstermeyen minimap modları serbesttir. Ancak hırsızlık veya avantaj sağlayan hileli harita modları kalıcı olarak yasaktır.
[2026-09-21 23:19:06] OYUN | eymzn: xaeros mini map -> Xaero's Minimap gibi varlık göstermeyen minimap modları sunucumuzda tamamen serbesttir, kullanabilirsin. X-Ray, fly veya hile içeren modlar ise kalıcı yasaklama sebebidir. İyi oyunlar dilerim!
[2026-09-22 00:03:02] OYUN | ZaneZ_: nasıl en kolay kamış farmı yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 00:45:42] OYUN | Hyper: kristal ne yapar -> Kristal ile mağazanın kristal bölümünden kasa anahtarları ve spawnerlar alabilirsin. Bu eşyalar normal para ile satın alınamaz. Kristal alışverişleri vergiden muaftır.
[2026-09-22 04:46:48] OYUN | M_SPOWER2204: kuvvet iksiri nası üretilir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 07:34:42] OYUN | zazurt: Sandıklar kilitleniyormu -> Sandıklar kilitlenmez çünkü sunucumuzda arazi koruma ve kilit sistemi yoktur. Üssünü spawn'dan uzağa kurup gizli tutman gerekir, değerli eşyalarını ise çalınamayan ender sandıkta saklayabilirsin.
[2026-09-22 07:35:10] OYUN | zazurt: paralar ile ne yapililir -> Sunucuda kazandığın paralarla /market üzerinden sunucu mağazasından eşya alabilir, /ah ile diğer oyuncuların açık artırmaya koyduğu eşyaları satın alabilirsin. Ayrıca /order ile eşya siparişi verebilir, jackpot oyunlarında şansını deneyebilirsin. İstersen 100.000 TL ödeyerek /team create komutuyla takım kurabilir veya spawn'daki pazaryerinden dükkân kiralayabilirsin.
[2026-09-22 07:36:10] OYUN | zazurt: nasıl para kazanılır -> Sunucuda para kazanmanın birçok yolu var. Günlük görevler için /gunlukgorev yazarak her gün belirlenen eşyaları satabilirsin; bu yeni başlayanlar için en hızlı ve sermaye istemeyen yoldur. Ayrıca /order sipariş panosundan diğer oyuncuların taleplerini karşılayabilir, /ah ile açık artırmada eşya satabilir veya /market üzerinden sunucu mağazasını kullanabilirsin. Seviye atlayarak gece maaşını büyütebilir, saatlik /yaris etkinliklerine katılabilir ya da siteden pazaryeri dükkânı kiralayabilirsin.
[2026-09-22 07:45:31] OYUN | zazurt: simdi elimde zumrut vae nasıl satacam -> Zümrütlerini satmak için /ah sell fiyat yazarak açık artırmaya koyabilir, /market ile sunucu mağazasını kullanabilir ya da /order ile sipariş açan oyunculara satabilirsin. Ayrıca madencilik yaptığın için zümrüt sana seviye puanı da kazandırır.
[2026-09-22 09:07:03] OYUN | cavad306: nasil seviye atdira bilirim -> Seviye atlamak için madencilik yapabilir, düşman mobları avlayabilir, oyuncu öldürebilir veya günlük görevleri tamamlayabilirsin. Ayrıca saatlik yarışı kazanmak da ciddi puan kazandırır. /sezon komutuyla durumunu görebilirsin.
[2026-09-22 12:49:50] OYUN | SpartanRageTR: event kasa nasıl açılıyo -> Spawn'daki kasa alanına gidip elindeki anahtara uygun kasaya sağ tıklayarak açabilirsin. Kasalar bölgesine gitmek için /warp menüsünü kullanabilirsin.
[2026-09-22 12:50:57] OYUN | SpartanRageTR: event kasa spawnın hangi tarafında -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 13:31:57] OYUN | catrazeee: kral bu elytra nasıl alırım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 14:22:28] OYUN | Eggyproc2: tekrar merhaba gemini! -> Tekrar merhaba! Ben LivaMC Helper, sana LivaMC sunucumuzla ilgili konularda yardım etmek için buradayım. Nasıl yardımcı olabilirim?
[2026-09-22 14:23:35] OYUN | Eggyproc2: kanka nasıl kazma alacag8z? nereden -> Sunucu mağazasını açmak için /market yazabilirsin. Oradaki Aletler kategorisinden normal paranla kazma alabilirsin.
[2026-09-22 14:24:15] OYUN | Eggyproc2: peki hangi symbol? totem mi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
